local_id,name,type,package,metaclass,stereotype,source,source_name,target,target_name,documentation
REL-001,REL-001,trace,06_Traceability,Dependency,SysML::Requirements::Trace,UC-001,提供宽带互联网接入服务,REQ-002,覆盖能力,提供宽带接入服务用例追踪覆盖能力需求。
REL-002,REL-002,trace,06_Traceability,Dependency,SysML::Requirements::Trace,UC-001,提供宽带互联网接入服务,REQ-003,用户并发容量,提供宽带接入服务用例追踪用户并发容量需求。
REL-003,REL-003,trace,06_Traceability,Dependency,SysML::Requirements::Trace,UC-002,星上数据路由与交换,REQ-006,星间链路能力,星上路由交换用例追踪星间链路能力需求。
REL-004,REL-004,trace,06_Traceability,Dependency,SysML::Requirements::Trace,UC-003,在轨配置管理与重构,REQ-007,在轨可重构,在轨配置管理用例追踪在轨可重构需求。
REL-005,REL-005,trace,06_Traceability,Dependency,SysML::Requirements::Trace,UC-004,故障管理与降级运行,REQ-010,故障降级与容错,故障管理用例追踪故障降级与容错需求。
REL-006,REL-006,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,IF-001,用户链路接口,REQ-008,波束覆盖与接入能力,用户链路接口满足波束覆盖与接入能力需求。
REL-007,REL-007,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,IF-003,星间链路接口,REQ-006,星间链路能力,星间链路接口满足星间链路能力需求。
REL-008,REL-008,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,IF-004,测控管理接口,REQ-009,星上处理与路由,测控管理接口部分满足星上处理与路由需求（控制面）。
REL-009,REL-009,verify,06_Traceability,Dependency,SysML::Requirements::Verify,CON-001,端到端时延约束,REQ-005,端到端时延,端到端时延约束用于验证端到端时延需求。
REL-010,REL-010,verify,06_Traceability,Dependency,SysML::Requirements::Verify,CON-002,单星用户吞吐量约束,REQ-004,单星用户吞吐量,单星吞吐量约束用于验证单星吞吐量需求。
REL-011,REL-011,verify,06_Traceability,Dependency,SysML::Requirements::Verify,CON-003,星间链路速率约束,REQ-006,星间链路能力,星间链路速率约束用于验证星间链路能力需求。
REL-012,REL-012,verify,06_Traceability,Dependency,SysML::Requirements::Verify,CON-004,星座构型约束,REQ-001,星座规模与构型,星座构型约束用于验证星座规模需求。
REL-013,REL-013,refine,06_Traceability,Dependency,SysML::Requirements::Refine,ACT-001,用户数据上星转发流程,REQ-005,端到端时延,用户数据转发活动细化端到端时延需求，明确时延构成环节。
REL-014,REL-014,refine,06_Traceability,Dependency,SysML::Requirements::Refine,ACT-002,星间路由交换流程,REQ-006,星间链路能力,星间路由交换活动细化星间链路能力需求的实现步骤。
REL-015,REL-015,refine,06_Traceability,Dependency,SysML::Requirements::Refine,ACT-003,在轨重构与回滚流程,REQ-007,在轨可重构,在轨重构流程细化可重构需求，包括回滚操作。
REL-016,REL-016,contains,06_Traceability,Association,CompositeAssociation,BLK-001,低轨卫星互联网星座系统,BLK-002,宽带载荷分系统,星座系统包含宽带载荷分系统。
REL-017,REL-017,contains,06_Traceability,Association,CompositeAssociation,BLK-001,低轨卫星互联网星座系统,BLK-003,卫星平台,星座系统包含卫星平台。
REL-018,REL-018,contains,06_Traceability,Association,CompositeAssociation,BLK-001,低轨卫星互联网星座系统,BLK-004,地面网关站,星座系统包含地面网关站。
REL-019,REL-019,contains,06_Traceability,Association,CompositeAssociation,BLK-002,宽带载荷分系统,BLK-006,星间链路子模块,宽带载荷分系统包含星间链路子模块。
REL-020,REL-020,dependency,06_Traceability,Dependency,Dependency,BLK-002,宽带载荷分系统,IF-001,用户链路接口,宽带载荷分系统提供用户链路接口。
REL-021,REL-021,dependency,06_Traceability,Dependency,Dependency,BLK-002,宽带载荷分系统,IF-002,馈电链路接口,宽带载荷分系统提供馈电链路接口。
REL-022,REL-022,dependency,06_Traceability,Dependency,Dependency,BLK-002,宽带载荷分系统,IF-003,星间链路接口,宽带载荷分系统提供星间链路接口。
REL-023,REL-023,dependency,06_Traceability,Dependency,Dependency,BLK-002,宽带载荷分系统,IF-004,测控管理接口,宽带载荷分系统提供测控管理接口。
REL-024,REL-024,dependency,06_Traceability,Dependency,Dependency,BLK-005,用户终端,IF-001,用户链路接口,用户终端使用用户链路接口。
REL-025,REL-025,dependency,06_Traceability,Dependency,Dependency,BLK-004,地面网关站,IF-002,馈电链路接口,地面网关站使用馈电链路接口。
REL-026,REL-026,allocate,06_Traceability,Dependency,SysML::Allocations::Allocate,ACT-001,用户数据上星转发流程,BLK-002,宽带载荷分系统,用户数据转发活动分配给宽带载荷分系统执行。
REL-027,REL-027,allocate,06_Traceability,Dependency,SysML::Allocations::Allocate,ACT-002,星间路由交换流程,BLK-006,星间链路子模块,星间路由交换活动分配给星间链路子模块执行。
REL-028,REL-028,allocate,06_Traceability,Dependency,SysML::Allocations::Allocate,ACT-003,在轨重构与回滚流程,BLK-002,宽带载荷分系统,在轨重构流程由载荷分系统配合测控实现。
REL-029,REL-029,derivereqt,06_Traceability,Dependency,SysML::Requirements::DeriveReqt,REQ-001,星座规模与构型,REQ-002,覆盖能力,星座规模是覆盖能力实现的基础，派生出覆盖需求。
REL-030,REL-030,contains,06_Traceability,Association,CompositeAssociation,BLK-001,低轨卫星互联网星座系统,BLK-005,用户终端,系统结构包含该模块。
REL-031,REL-031,contains,06_Traceability,Association,CompositeAssociation,BLK-001,低轨卫星互联网星座系统,BLK-006,星间链路子模块,系统结构包含该模块。
REL-032,REL-032,connector,06_Traceability,Dependency,Dependency,BLK-001,低轨卫星互联网星座系统,BLK-002,宽带载荷分系统,相邻结构模块之间存在主架构连接。
REL-033,REL-033,connector,06_Traceability,Dependency,Dependency,BLK-002,宽带载荷分系统,BLK-003,卫星平台,相邻结构模块之间存在主架构连接。
