local_id,name,type,package,metaclass,stereotype,source,source_name,target,target_name,documentation
REL-001,REL-001,contains,06_Traceability,Association,CompositeAssociation,BLK-001,低轨卫星互联网系统,BLK-002,通信卫星,系统由100颗通信卫星组成。
REL-002,REL-002,contains,06_Traceability,Association,CompositeAssociation,BLK-002,通信卫星,BLK-003,宽带载荷分系统,通信卫星包含宽带载荷分系统。
REL-003,REL-003,contains,06_Traceability,Association,CompositeAssociation,BLK-002,通信卫星,BLK-004,星间链路终端,通信卫星包含星间链路终端。
REL-004,REL-004,contains,06_Traceability,Association,CompositeAssociation,BLK-002,通信卫星,BLK-005,星务计算机,通信卫星包含星务计算机。
REL-005,REL-005,contains,06_Traceability,Association,CompositeAssociation,BLK-001,低轨卫星互联网系统,BLK-006,地面信关站,系统包含地面信关站。
REL-006,REL-006,contains,06_Traceability,Association,CompositeAssociation,BLK-001,低轨卫星互联网系统,BLK-008,运控系统,系统包含运控系统。
REL-007,REL-007,contains,06_Traceability,Association,CompositeAssociation,BLK-001,低轨卫星互联网系统,BLK-009,业务管理系统,系统包含业务管理系统。
REL-008,REL-008,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,REQ-003,系统容量与吞吐量,BLK-003,宽带载荷分系统,宽带载荷分系统满足单星吞吐量及容量需求。
REL-009,REL-009,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,REQ-004,星间互联能力,BLK-004,星间链路终端,星间链路终端满足星间互联能力需求。
REL-010,REL-010,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,REQ-001,星座规模与构型,BLK-001,低轨卫星互联网系统,星座构型块通过包含100颗卫星满足规模需求。
REL-011,REL-011,trace,06_Traceability,Dependency,SysML::Requirements::Trace,REQ-008,在轨可重构,UC-006,在轨重构配置,在轨重构配置用例追踪可重构需求。
REL-012,REL-012,trace,06_Traceability,Dependency,SysML::Requirements::Trace,UC-001,宽带用户接入,REQ-003,系统容量与吞吐量,宽带用户接入用例体现系统容量需求。
REL-013,REL-013,trace,06_Traceability,Dependency,SysML::Requirements::Trace,UC-002,跨星业务转发,REQ-004,星间互联能力,跨星业务转发用例依赖于星间互联能力。
REL-014,REL-014,trace,06_Traceability,Dependency,SysML::Requirements::Trace,UC-005,链路带宽升级评估,REQ-006,链路带宽可扩展性,链路带宽升级评估用例追踪带宽可扩展性需求。
REL-015,REL-015,allocate,06_Traceability,Dependency,SysML::Allocations::Allocate,IF-001,用户链路接口,BLK-003,宽带载荷分系统,用户链路接口分配至宽带载荷分系统。
REL-016,REL-016,allocate,06_Traceability,Dependency,SysML::Allocations::Allocate,IF-002,馈电链路接口,BLK-003,宽带载荷分系统,馈电链路接口分配至宽带载荷分系统。
REL-017,REL-017,allocate,06_Traceability,Dependency,SysML::Allocations::Allocate,IF-003,星间链路接口,BLK-004,星间链路终端,星间链路接口分配至星间链路终端。
REL-018,REL-018,allocate,06_Traceability,Dependency,SysML::Allocations::Allocate,IF-004,测控管理接口,BLK-005,星务计算机,测控管理接口分配至星务计算机。
REL-019,REL-019,refine,06_Traceability,Dependency,SysML::Requirements::Refine,CON-001,端到端时延约束,REQ-005,端到端时延,端到端时延约束细化时延需求。
REL-020,REL-020,refine,06_Traceability,Dependency,SysML::Requirements::Refine,CON-002,单星吞吐量约束,REQ-003,系统容量与吞吐量,单星吞吐量约束量化容量需求。
