local_id,name,type,package,metaclass,stereotype,source,source_name,target,target_name,documentation
REL-001,REL-001,trace,06_Traceability,Dependency,SysML::Requirements::Trace,REQ-001,多波束宽带覆盖,UC-001,宽带接入服务,多波束覆盖需求追溯至宽带接入服务用例
REL-002,REL-002,trace,06_Traceability,Dependency,SysML::Requirements::Trace,REQ-002,宽带吞吐能力,UC-001,宽带接入服务,宽带吞吐能力需求由宽带接入服务实现
REL-003,REL-003,trace,06_Traceability,Dependency,SysML::Requirements::Trace,REQ-003,星间链路能力,UC-002,跨星数据转发,星间链路能力需求追溯至跨星数据转发用例
REL-004,REL-004,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,REQ-004,星上处理与路由,BLK-003,宽带载荷分系统,星上处理与路由需求由宽带载荷分系统满足
REL-005,REL-005,refine,06_Traceability,Dependency,SysML::Requirements::Refine,REQ-005,低时延服务,CON-002,时延约束,低时延需求细化为时延约束块
REL-006,REL-006,refine,06_Traceability,Dependency,SysML::Requirements::Refine,REQ-006,载荷重量与功耗约束,CON-004,载荷重量与功耗约束,重量与功耗需求细化为约束块
REL-007,REL-007,trace,06_Traceability,Dependency,SysML::Requirements::Trace,REQ-007,遥测与健康管理,UC-004,载荷健康监测,遥测与健康管理需求通过载荷健康监测用例实现
REL-008,REL-008,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,REQ-008,在轨可重构,BLK-003,宽带载荷分系统,在轨可重构需求分配给宽带载荷分系统执行
REL-009,REL-009,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,REQ-009,星座规模与构型,BLK-001,低轨卫星星座,星座规模与构型需求由低轨卫星星座满足
REL-010,REL-010,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,REQ-010,全球覆盖要求,BLK-001,低轨卫星星座,全球覆盖需求由星座构型满足
REL-011,REL-011,trace,06_Traceability,Dependency,SysML::Requirements::Trace,REQ-011,系统容量要求,UC-001,宽带接入服务,系统容量需求与宽带接入用例关联
REL-012,REL-012,trace,06_Traceability,Dependency,SysML::Requirements::Trace,REQ-012,星间互联要求,IF-003,星间链路接口,星间互联需求通过星间链路接口实现
REL-013,REL-013,refine,06_Traceability,Dependency,SysML::Requirements::Refine,REQ-013,端到端时延要求,CON-002,时延约束,端到端时延需求细化为时延约束
REL-014,REL-014,trace,06_Traceability,Dependency,SysML::Requirements::Trace,REQ-014,用户带宽保障,UC-001,宽带接入服务,用户带宽保障需求由宽带接入服务满足
REL-015,REL-015,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,REQ-015,系统可靠性要求,BLK-002,通信卫星,系统可靠性需求分配并需由通信卫星及载荷设计满足
REL-016,REL-016,trace,06_Traceability,Dependency,SysML::Requirements::Trace,REQ-016,运维管理要求,UC-005,链路带宽升级评估,运维管理需求追溯至链路带宽升级评估用例
REL-017,REL-017,allocate,06_Traceability,Dependency,SysML::Allocations::Allocate,IF-001,用户链路接口,BLK-006,用户终端,用户链路接口实现侧连接到用户终端
REL-018,REL-018,allocate,06_Traceability,Dependency,SysML::Allocations::Allocate,IF-001,用户链路接口,BLK-003,宽带载荷分系统,用户链路接口在卫星侧由宽带载荷分系统实现
REL-019,REL-019,allocate,06_Traceability,Dependency,SysML::Allocations::Allocate,IF-002,馈电链路接口,BLK-005,地面网关站,馈电链路接口连接地面网关站
REL-020,REL-020,allocate,06_Traceability,Dependency,SysML::Allocations::Allocate,IF-003,星间链路接口,BLK-004,星间链路终端,星间链路接口由星间链路终端承载
REL-021,REL-021,allocate,06_Traceability,Dependency,SysML::Allocations::Allocate,IF-006,测控管理接口,BLK-007,运控管理系统,测控管理接口端点连接运控管理系统
REL-022,REL-022,allocate,06_Traceability,Dependency,SysML::Allocations::Allocate,IF-008,业务管理接口,BLK-008,业务管理系统,业务管理接口由业务管理系统提供
REL-023,REL-023,contains,06_Traceability,Association,CompositeAssociation,BLK-001,低轨卫星星座,BLK-002,通信卫星,系统结构包含该模块。
REL-024,REL-024,contains,06_Traceability,Association,CompositeAssociation,BLK-001,低轨卫星星座,BLK-003,宽带载荷分系统,系统结构包含该模块。
REL-025,REL-025,contains,06_Traceability,Association,CompositeAssociation,BLK-001,低轨卫星星座,BLK-004,星间链路终端,系统结构包含该模块。
REL-026,REL-026,contains,06_Traceability,Association,CompositeAssociation,BLK-001,低轨卫星星座,BLK-005,地面网关站,系统结构包含该模块。
REL-027,REL-027,contains,06_Traceability,Association,CompositeAssociation,BLK-001,低轨卫星星座,BLK-006,用户终端,系统结构包含该模块。
REL-028,REL-028,contains,06_Traceability,Association,CompositeAssociation,BLK-001,低轨卫星星座,BLK-007,运控管理系统,系统结构包含该模块。
REL-029,REL-029,contains,06_Traceability,Association,CompositeAssociation,BLK-001,低轨卫星星座,BLK-008,业务管理系统,系统结构包含该模块。
REL-030,REL-030,connector,06_Traceability,Dependency,Dependency,BLK-001,低轨卫星星座,BLK-002,通信卫星,相邻结构模块之间存在主架构连接。
REL-031,REL-031,connector,06_Traceability,Dependency,Dependency,BLK-002,通信卫星,BLK-003,宽带载荷分系统,相邻结构模块之间存在主架构连接。
REL-032,REL-032,connector,06_Traceability,Dependency,Dependency,BLK-003,宽带载荷分系统,BLK-004,星间链路终端,相邻结构模块之间存在主架构连接。
REL-033,REL-033,connector,06_Traceability,Dependency,Dependency,BLK-004,星间链路终端,BLK-005,地面网关站,相邻结构模块之间存在主架构连接。
REL-034,REL-034,connector,06_Traceability,Dependency,Dependency,BLK-005,地面网关站,BLK-006,用户终端,相邻结构模块之间存在主架构连接。
REL-035,REL-035,connector,06_Traceability,Dependency,Dependency,BLK-006,用户终端,BLK-007,运控管理系统,相邻结构模块之间存在主架构连接。
