local_id,name,type,package,metaclass,stereotype,source,source_name,target,target_name,documentation
REL-001,REL-001,contains,06_Traceability,Association,CompositeAssociation,BLK-001,星座系统,BLK-002,通信卫星平台,星座系统由多颗通信卫星平台组成。
REL-002,REL-002,contains,06_Traceability,Association,CompositeAssociation,BLK-001,星座系统,BLK-004,地面网关站,星座系统包含地面网关站子模块。
REL-003,REL-003,contains,06_Traceability,Association,CompositeAssociation,BLK-001,星座系统,BLK-005,用户终端,星座系统包含各类用户终端。
REL-004,REL-004,contains,06_Traceability,Association,CompositeAssociation,BLK-001,星座系统,BLK-006,运控系统,星座系统包含运控系统作为地面段核心。
REL-005,REL-005,contains,06_Traceability,Association,CompositeAssociation,BLK-001,星座系统,BLK-007,业务管理系统,星座系统包含业务管理系统。
REL-006,REL-006,contains,06_Traceability,Association,CompositeAssociation,BLK-002,通信卫星平台,BLK-003,宽带通信载荷,通信卫星平台包含宽带通信载荷。
REL-007,REL-007,contains,06_Traceability,Association,CompositeAssociation,BLK-002,通信卫星平台,BLK-008,星间链路终端,通信卫星平台包含星间链路终端。
REL-008,REL-008,contains,06_Traceability,Association,CompositeAssociation,BLK-002,通信卫星平台,BLK-009,星上处理/数管平台,通信卫星平台包含星上处理/数管平台。
REL-009,REL-009,contains,06_Traceability,Association,CompositeAssociation,BLK-002,通信卫星平台,BLK-010,电源分系统,通信卫星平台包含电源分系统。
REL-010,REL-010,contains,06_Traceability,Association,CompositeAssociation,BLK-002,通信卫星平台,BLK-011,热控分系统,通信卫星平台包含热控分系统。
REL-011,REL-011,contains,06_Traceability,Association,CompositeAssociation,BLK-002,通信卫星平台,BLK-012,星务计算机,通信卫星平台包含星务计算机。
REL-012,REL-012,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,REQ-001,多波束覆盖能力,BLK-003,宽带通信载荷,多波束覆盖能力需求由宽带通信载荷实现。
REL-013,REL-013,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,REQ-002,宽带吞吐能力,BLK-003,宽带通信载荷,宽带吞吐能力需求由宽带通信载荷满足。
REL-014,REL-014,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,REQ-003,星间链路能力,BLK-008,星间链路终端,星间链路能力需求由星间链路终端满足。
REL-015,REL-015,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,REQ-004,星上处理与路由,BLK-009,星上处理/数管平台,星上处理与路由需求由星上处理/数管平台实现。
REL-016,REL-016,trace,06_Traceability,Dependency,SysML::Requirements::Trace,REQ-005,低时延服务,BLK-003,宽带通信载荷,低时延服务需求跟踪到宽带通信载荷的转发处理时延。
REL-017,REL-017,trace,06_Traceability,Dependency,SysML::Requirements::Trace,REQ-005,低时延服务,BLK-009,星上处理/数管平台,低时延服务需求也受星上处理/数管平台的处理能力影响。
REL-018,REL-018,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,REQ-006,载荷健康管理,BLK-003,宽带通信载荷,载荷健康管理需求主要由宽带通信载荷自身遥测和故障管理功能满足。
REL-019,REL-019,trace,06_Traceability,Dependency,SysML::Requirements::Trace,REQ-006,载荷健康管理,BLK-012,星务计算机,载荷健康管理需求部分由星务计算机的故障处理机制辅助支持。
REL-020,REL-020,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,REQ-008,在轨可重构,BLK-003,宽带通信载荷,在轨可重构需求由宽带通信载荷的可编程功能和回滚机制实现。
REL-021,REL-021,trace,06_Traceability,Dependency,SysML::Requirements::Trace,REQ-008,在轨可重构,BLK-009,星上处理/数管平台,在轨可重构需求也依赖星上处理/数管平台提供的软件更新通道。
REL-022,REL-022,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,REQ-009,星座规模,BLK-001,星座系统,星座规模需求由星座系统整体设计满足。
REL-023,REL-023,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,REQ-010,覆盖能力,BLK-001,星座系统,覆盖能力由星座系统的构型与轨道设计保证。
REL-024,REL-024,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,REQ-011,系统容量,BLK-003,宽带通信载荷,系统容量需求由宽带通信载荷的吞吐能力和用户并发支持满足。
REL-025,REL-025,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,REQ-012,星间互联,BLK-008,星间链路终端,星间互联需求由星间链路终端实现。
REL-026,REL-026,trace,06_Traceability,Dependency,SysML::Requirements::Trace,REQ-013,端到端时延,BLK-003,宽带通信载荷,端到端时延需求受宽带通信载荷处理时延影响。
REL-027,REL-027,trace,06_Traceability,Dependency,SysML::Requirements::Trace,REQ-013,端到端时延,BLK-009,星上处理/数管平台,端到端时延需求也受星上处理/数管平台的路由转发时延影响。
REL-028,REL-028,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,REQ-014,带宽调度,BLK-003,宽带通信载荷,带宽调度需求由宽带通信载荷的业务优先级调度功能满足。
REL-029,REL-029,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,REQ-015,高可靠性,BLK-002,通信卫星平台,高可靠性需求通过卫星平台及载荷的冗余设计和故障恢复机制满足。
REL-030,REL-030,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,REQ-016,运维管理,BLK-006,运控系统,运维管理需求由运控系统的星座自主运行和健康监测功能满足。
REL-031,REL-031,trace,06_Traceability,Dependency,SysML::Requirements::Trace,UC-001,宽带用户接入,REQ-010,覆盖能力,宽带用户接入用例追溯到覆盖能力需求。
REL-032,REL-032,trace,06_Traceability,Dependency,SysML::Requirements::Trace,UC-001,宽带用户接入,REQ-011,系统容量,宽带用户接入用例依赖于系统容量需求。
REL-033,REL-033,trace,06_Traceability,Dependency,SysML::Requirements::Trace,UC-002,跨星业务转发,REQ-012,星间互联,跨星业务转发用例依赖于星间互联需求。
