local_id,name,type,package,metaclass,stereotype,documentation,source_requirement,status
REQ-001,多波束覆盖能力,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,支持Ku/Ka频段，用户链路不少于16个跳波束，波束可动态调整覆盖范围与服务时间，支持波束间无缝切换。,REQ-001,candidate
REQ-002,宽带吞吐能力,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,单星用户侧有效转发吞吐量不低于20Gbps；网关馈电链路峰值吞吐量不低于40Gbps；支持按业务优先级进行带宽调度。,REQ-002,candidate
REQ-003,星间链路能力,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,载荷应与星间链路终端协同工作，支持不少于10Gbps的星间数据转发能力，并具备升级至50Gbps的接口余量。,REQ-003,candidate
REQ-004,星上处理与路由,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,载荷应支持星上数字透明转发、波束间交换、业务分类、路由表更新和网络管理指令下发。,REQ-004,candidate
REQ-005,低时延服务,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,星上处理引入的单跳处理时延应不高于明确的门限要求（具体数值待确认）。,REQ-005,candidate
REQ-006,载荷健康管理,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,载荷应采集关键温度、电压、电流等遥测参数，具备故障检测、隔离与恢复机制。,REQ-006,candidate
REQ-007,可靠性指标,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,明确载荷可靠性量化要求（待确认），应保证在轨正常运行时间满足任务指标。,REQ-007,candidate
REQ-008,在轨可重构,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,载荷应支持在轨更新波束配置、路由策略、转发参数和业务优先级策略，更新过程应具备回滚机制。,REQ-008,candidate
REQ-009,星座规模,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,由100颗低轨卫星组成星座，形成10个轨道面，每面10颗卫星（Walker类演示构型）。,REQ-009,candidate
REQ-010,覆盖能力,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,系统应支持指定区域连续覆盖，提供低时延宽带接入，满足区域宽带接入、应急通信、海洋、航空、边远覆盖等应用场景。,REQ-010,candidate
REQ-011,系统容量,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,支持不少于10000个并发用户，单星用户侧有效转发吞吐量不低于20Gbps，系统总容量满足预期业务模型。,REQ-011,candidate
REQ-012,星间互联,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,支持星间链路，初始带宽不低于10Gbps，并具备升级至50Gbps的能力，实现跨星业务灵活转发。,REQ-012,candidate
REQ-013,端到端时延,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,端到端通信时延（用户终端到地面网络）应不大于80ms，包含星上处理和馈电落地时延。,REQ-013,candidate
