local_id,name,type,package,metaclass,stereotype,source,source_name,target,target_name,documentation
REL-001,REL-001,contains,06_Traceability,Association,CompositeAssociation,BLK-001,低轨宽带卫星互联网系统,BLK-002,空间段,系统边界包含空间段
REL-002,REL-002,contains,06_Traceability,Association,CompositeAssociation,BLK-001,低轨宽带卫星互联网系统,BLK-012,地面段,系统边界包含地面段
REL-003,REL-003,contains,06_Traceability,Association,CompositeAssociation,BLK-001,低轨宽带卫星互联网系统,BLK-016,用户段,系统边界包含用户段
REL-004,REL-004,contains,06_Traceability,Association,CompositeAssociation,BLK-001,低轨宽带卫星互联网系统,BLK-018,外部互联网与核心网,系统边界连接外部互联网与核心网
REL-005,REL-005,contains,06_Traceability,Association,CompositeAssociation,BLK-002,空间段,BLK-003,100颗低轨通信星座,空间段包含100颗低轨通信星座
REL-006,REL-006,contains,06_Traceability,Association,CompositeAssociation,BLK-003,100颗低轨通信星座,BLK-004,轨道面与星座构型,星座包含轨道面与构型定义
REL-007,REL-007,contains,06_Traceability,Association,CompositeAssociation,BLK-003,100颗低轨通信星座,BLK-005,低轨通信卫星,星座由低轨通信卫星组成
REL-008,REL-008,contains,06_Traceability,Association,CompositeAssociation,BLK-005,低轨通信卫星,BLK-006,宽带通信载荷,单星包含宽带通信载荷
REL-009,REL-009,contains,06_Traceability,Association,CompositeAssociation,BLK-005,低轨通信卫星,BLK-007,星上数字处理器,单星包含星上数字处理器
REL-010,REL-010,contains,06_Traceability,Association,CompositeAssociation,BLK-005,低轨通信卫星,BLK-008,用户服务链路天线,单星包含用户服务链路天线
REL-011,REL-011,contains,06_Traceability,Association,CompositeAssociation,BLK-005,低轨通信卫星,BLK-009,馈电链路终端,单星包含馈电链路终端
REL-012,REL-012,contains,06_Traceability,Association,CompositeAssociation,BLK-005,低轨通信卫星,BLK-010,星间链路终端,单星包含星间链路终端
REL-013,REL-013,contains,06_Traceability,Association,CompositeAssociation,BLK-005,低轨通信卫星,BLK-011,卫星平台与星务分系统,单星包含平台与星务分系统
REL-014,REL-014,contains,06_Traceability,Association,CompositeAssociation,BLK-012,地面段,BLK-013,馈电网关站,地面段包含馈电网关站
REL-015,REL-015,contains,06_Traceability,Association,CompositeAssociation,BLK-012,地面段,BLK-014,网络运营控制中心,地面段包含网络运营控制中心
REL-016,REL-016,contains,06_Traceability,Association,CompositeAssociation,BLK-012,地面段,BLK-015,任务运控中心,地面段包含任务运控中心
REL-017,REL-017,contains,06_Traceability,Association,CompositeAssociation,BLK-016,用户段,BLK-017,宽带用户终端,用户段包含宽带用户终端
REL-018,REL-018,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,BLK-001,低轨宽带卫星互联网系统,REQ-001,星座任务与服务目标,系统满足星座任务与服务目标
REL-019,REL-019,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,BLK-001,低轨宽带卫星互联网系统,REQ-002,系统边界与外部参与方,系统根模块界定总体边界与外部参与方
REL-020,REL-020,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,BLK-003,100颗低轨通信星座,REQ-003,100颗卫星星座规模,100颗低轨通信星座满足规模需求
REL-021,REL-021,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,BLK-004,轨道面与星座构型,REQ-004,轨道覆盖与服务连续性,轨道构型满足覆盖与服务连续性需求
REL-022,REL-022,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,BLK-006,宽带通信载荷,REQ-005,用户链路容量与服务质量,宽带通信载荷满足用户容量与QoS需求
REL-023,REL-023,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,BLK-013,馈电网关站,REQ-006,馈电链路与网关接入,馈电网关站满足馈电链路与网关接入需求
REL-024,REL-024,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,BLK-010,星间链路终端,REQ-007,星间链路与空间路由,星间链路终端满足空间路由需求
REL-025,REL-025,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,BLK-017,宽带用户终端,REQ-008,用户终端接入与鉴权,用户终端满足接入与鉴权需求
REL-026,REL-026,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,BLK-014,网络运营控制中心,REQ-009,网络管理与资源调度,网络运营控制中心满足资源调度需求
REL-027,REL-027,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,BLK-015,任务运控中心,REQ-010,遥测遥控与在轨运维,任务运控中心满足遥测遥控与在轨运维需求
REL-028,REL-028,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,BLK-015,任务运控中心,REQ-011,故障处置与安全隔离,任务运控中心牵引故障处置与安全隔离闭环
REL-029,REL-029,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,BLK-014,网络运营控制中心,REQ-012,信息安全与业务隔离,网络运营控制中心满足信息安全与业务隔离需求
REL-030,REL-030,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,BLK-006,宽带通信载荷,REQ-013,频谱合规与电磁兼容,通信载荷设计满足频谱合规与电磁兼容需求
REL-031,REL-031,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,IF-009,MagicDraw Bridge接口,REQ-014,模型一致性与MagicDraw交付,Bridge接口满足模型一致性与MagicDraw交付需求
REL-032,REL-032,trace,06_Traceability,Dependency,SysML::Requirements::Trace,REQ-001,星座任务与服务目标,UC-001,引导总体需求澄清,任务目标追溯到总体需求澄清用例
