local_id,name,type,package,metaclass,stereotype,documentation,source_requirement,status
REQ-001,高多波束覆盖,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,载荷至少产生16个独立可控点波束，支持波束数量、带宽和功率动态调整。来源于文档#1-2，对应REQ-BP-001。,REQ-BP-001,candidate
REQ-002,宽带吞吐能力,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,单星用户侧有效转发吞吐量≥20Gbps，网关馈电链路峰值吞吐量≥40Gbps，支持按业务优先级调度带宽。来源于文档#1-2，对应REQ-BP-002。,REQ-BP-002,candidate
REQ-003,星间链路能力,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,支持≥10Gbps星间数据转发，预留升级至50Gbps的接口余量。来源于文档#1-2，对应REQ-BP-003。,REQ-BP-003,candidate
REQ-004,星上处理与路由,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,支持星上数字透明转发、波束间交换、业务分类、路由表更新与网络管理指令下发。来源于文档#1-2，对应REQ-BP-004。,REQ-BP-004,candidate
REQ-005,低时延服务,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,星上单跳处理时延满足规定阈值（具体数值待确认）。来源于文档#1-2，对应REQ-BP-005。,REQ-BP-005,candidate
REQ-006,在轨可重构,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,载荷支持在轨更新波束配置、路由策略、转发参数与业务优先级策略，更新过程需具备回滚机制。来源于文档#1-3，对应REQ-BP-008。,REQ-BP-008,candidate
REQ-007,星座规模与扩展,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,星座由100颗低轨通信卫星组成，支持远景扩展。来源于总体方案REQ-LEO-001。,REQ-LEO-001,candidate
REQ-008,多场景覆盖,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,覆盖区域宽带、海洋、航空、边远地区及应急通信场景。来源于总体方案REQ-LEO-002。,REQ-LEO-002,candidate
REQ-009,并发用户支持,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,系统支持≥10000个并发宽带用户。来源于总体方案REQ-LEO-003。,REQ-LEO-003,candidate
REQ-010,端到端时延限制,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,普通互联网业务端到端时延≤80ms，应急业务获得高优先级保障。来源于总体方案REQ-LEO-005。,REQ-LEO-005,candidate
BLK-001,宽带通信载荷,Block,02_Structure,Class,SysML::Blocks::Block,卫星上实现多波束生成、星上处理、路由转发和可重构功能的物理/逻辑子系统，包含数字透明转发、波束控制器和路由引擎。,,candidate
BLK-002,用户终端,Block,02_Structure,Class,SysML::Blocks::Block,地面或空中用户侧设备，支持Ku/Ka频段接入、波束切换和业务请求，作为系统用户接入的外部Actor或内部Block（视边界）。,,candidate
BLK-003,地面网关站,Block,02_Structure,Class,SysML::Blocks::Block,提供馈电链路连接，负责用户业务回传、路由策略更新和与地面核心网的接口。,,candidate
BLK-004,星务计算机/运控系统,Block,02_Structure,Class,SysML::Blocks::Block,卫星平台测控与管理系统，接收配置、遥控和软件更新指令，并收集载荷健康状态与告警。,,candidate
BLK-005,卫星星座,Block,02_Structure,Class,SysML::Blocks::Block,由100颗低轨卫星组成的星座整体，提供覆盖、路由和容量管理。作为顶层上下文的一部分。,,candidate
UC-001,宽带用户接入,UseCase,03_UseCases,UseCase,,用户终端通过星上波束完成认证、地址分配、业务通道建立和数据传输。对应UC-001场景。,REQ-001,candidate
