local_id,name,type,package,metaclass,stereotype,source,source_name,target,target_name,documentation
REL-001,REL-001,trace,06_Traceability,Dependency,SysML::Requirements::Trace,UC-001,宽带用户接入,REQ-001,高多波束覆盖,用例‘宽带用户接入’追溯至高多波束覆盖需求，因接入依赖可控点波束。
REL-002,REL-002,trace,06_Traceability,Dependency,SysML::Requirements::Trace,UC-002,跨星业务转发,REQ-003,星间链路能力,用例‘跨星业务转发’追溯至星间链路能力需求。
REL-003,REL-003,trace,06_Traceability,Dependency,SysML::Requirements::Trace,UC-003,应急通信保障,REQ-010,端到端时延限制,用例‘应急通信保障’追溯至端到端时延限制需求。
REL-004,REL-004,trace,06_Traceability,Dependency,SysML::Requirements::Trace,UC-004,星座健康监测与重构,REQ-006,在轨可重构,用例‘星座健康监测与重构’追溯至在轨可重构需求。
REL-005,REL-005,allocate,06_Traceability,Dependency,SysML::Allocations::Allocate,BLK-001,宽带通信载荷,IF-001,用户链路接口,宽带通信载荷分配用户链路接口，实现与用户终端的连接。
REL-006,REL-006,allocate,06_Traceability,Dependency,SysML::Allocations::Allocate,BLK-001,宽带通信载荷,IF-002,馈电链路接口,宽带通信载荷分配馈电链路接口，实现与地面网关站的连接。
REL-007,REL-007,allocate,06_Traceability,Dependency,SysML::Allocations::Allocate,BLK-001,宽带通信载荷,IF-003,星间链路接口,宽带通信载荷分配星间链路接口，支持星间通信。
REL-008,REL-008,allocate,06_Traceability,Dependency,SysML::Allocations::Allocate,BLK-001,宽带通信载荷,IF-004,测控管理接口,宽带通信载荷分配测控管理接口，与星务计算机连接。
REL-009,REL-009,allocate,06_Traceability,Dependency,SysML::Allocations::Allocate,CON-002,吞吐量约束,BLK-001,宽带通信载荷,吞吐量约束应用于宽带通信载荷，限制其处理能力。
REL-010,REL-010,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,REQ-002,宽带吞吐能力,CON-002,吞吐量约束,吞吐量约束节点满足宽带吞吐能力需求。
REL-011,REL-011,refine,06_Traceability,Dependency,SysML::Requirements::Refine,ACT-001,业务接入与波束分配活动,UC-001,宽带用户接入,活动‘业务接入与波束分配活动’细化了用例‘宽带用户接入’的行为流。
REL-012,REL-012,refine,06_Traceability,Dependency,SysML::Requirements::Refine,ACT-002,跨星路由与转发活动,UC-002,跨星业务转发,活动‘跨星路由与转发活动’细化了用例‘跨星业务转发’的行为流。
REL-013,REL-013,contains,06_Traceability,Association,CompositeAssociation,BLK-005,卫星星座,BLK-001,宽带通信载荷,卫星星座包含多个宽带通信载荷实例。
REL-014,REL-014,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,BLK-005,卫星星座,REQ-007,星座规模与扩展,卫星星座实现星座规模与扩展需求。
REL-015,REL-015,allocate,06_Traceability,Dependency,SysML::Allocations::Allocate,CON-001,时延预算约束,BLK-005,卫星星座,时延预算约束适用于整个卫星星座的端到端通信。
REL-016,REL-016,contains,06_Traceability,Association,CompositeAssociation,BLK-001,宽带通信载荷,BLK-002,用户终端,系统结构包含该模块。
REL-017,REL-017,contains,06_Traceability,Association,CompositeAssociation,BLK-001,宽带通信载荷,BLK-003,地面网关站,系统结构包含该模块。
REL-018,REL-018,contains,06_Traceability,Association,CompositeAssociation,BLK-001,宽带通信载荷,BLK-004,星务计算机/运控系统,系统结构包含该模块。
