local_id,name,type,package,metaclass,stereotype,documentation,source_requirement,status
REQ-001,星座规模要求,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,系统应由100颗低轨卫星组成，采用10轨道面、每面10颗卫星的Walker星座构型，面内均匀分布。,REQ-LEO-001,candidate
REQ-002,轨道参数要求,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,卫星应部署在高度1100 km、倾角53°的近圆轨道，主要覆盖南北纬53°以内区域。,REQ-LEO-002,candidate
REQ-003,星间链路带宽要求,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,卫星之间应具备星间链路能力，初始单链路带宽不低于10 Gbps，并预留升级至50 Gbps的接口、电源和热控余量。,REQ-LEO-003,candidate
REQ-004,端到端时延要求,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,系统端到端通信时延对于普通业务应不大于80 ms，应急保障业务提供高优先级调度。,REQ-LEO-004,candidate
REQ-005,用户容量要求,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,系统应支持不少于10000个并发宽带用户的接入与服务能力。,REQ-LEO-005,candidate
REQ-006,外部接口要求,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,系统须具备5类主要接口：用户接入链路、馈电链路、星间链路、运控管理接口、服务管理接口。,REQ-LEO-006,candidate
REQ-007,故障与降级处理要求,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,系统应支持故障隔离、链路绕转、网关切换及业务降级机制，确保服务连续性。,REQ-LEO-007,candidate
REQ-008,典型用例支撑要求,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,系统应满足普通用户接入、跨星数据转发、应急通信保障、卫星健康监测、带宽升级评估五个核心用例场景。,REQ-LEO-008,candidate
BLK-001,低轨卫星互联网星座系统,Block,02_Structure,Class,SysML::Blocks::Block,顶层系统，包含100颗通信卫星、地面网关、运控系统及业务管理系统，共同提供全球低轨宽带互联网服务。,,candidate
BLK-002,通信卫星,Block,02_Structure,Class,SysML::Blocks::Block,星座中的单颗卫星，搭载宽带通信载荷、星间链路终端及平台子系统，构成星上节点。,,candidate
BLK-003,宽带通信载荷,Block,02_Structure,Class,SysML::Blocks::Block,实现用户接入、馈电链路及星间路由交换的有效载荷，支持多波束和频率复用。,,candidate
BLK-004,星间链路终端,Block,02_Structure,Class,SysML::Blocks::Block,提供同轨及异轨卫星之间的激光或射频通信，满足初始10 Gbps带宽并可扩展至50 Gbps。,,candidate
BLK-005,卫星平台,Block,02_Structure,Class,SysML::Blocks::Block,卫星公用平台，提供能源、姿轨控、热控、遥测遥控等基础服务。,,candidate
BLK-006,地面网关,Block,02_Structure,Class,SysML::Blocks::Block,实现馈电链路落地，连接卫星网络与地面互联网及专网，本模型暂按有限数量逻辑节点处理。,,candidate
BLK-007,运控管理系统,Block,02_Structure,Class,SysML::Blocks::Block,负责星座的轨道维持、健康监测、故障处置等卫星运行控制功能。,,candidate
BLK-008,业务管理系统,Block,02_Structure,Class,SysML::Blocks::Block,提供用户业务开通、计费、服务质量策略配置等业务层管理功能。,,candidate
BLK-009,用户终端,Block,02_Actors,Class,SysML::Blocks::Block,最终用户使用的固定或移动宽带终端，通过Ka/Ku等频段接入卫星网络。,,candidate
BLK-010,设计师,Block,02_Actors,Class,SysML::Blocks::Block,系统设计人员，发起带宽升级评估等非运行类用例。,,candidate
UC-001,普通用户宽带接入,UseCase,03_UseCases,UseCase,,用户终端通过卫星进行互联网访问，包括链路建立、认证、上下行数据传输。,,candidate
UC-002,跨星数据转发,UseCase,03_UseCases,UseCase,,利用星间链路由源卫星经多跳转发用户数据至目的卫星或落地网关。,,candidate
UC-003,应急通信保障,UseCase,03_UseCases,UseCase,,在网络拥塞或部分节点失效时，为高优先级业务提供资源预留和快速恢复。,,candidate
UC-004,卫星健康监测,UseCase,03_UseCases,UseCase,,运控管理系统实时收集卫星遥测，进行状态评估与故障预警。,,candidate
UC-005,带宽升级评估,UseCase,03_UseCases,UseCase,,设计师按照可升级性约束，评估变更影响并确定升级方案。,,candidate
IF-001,用户接入链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,用户终端与通信卫星宽带载荷之间的空口接口，承载用户面数据及控制信令。,,candidate
IF-002,馈电链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,通信卫星与地面网关之间的高速馈电连接，用于回传落地。,,candidate
IF-003,星间链路接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,卫星之间通过星间链路终端实现的交叉连接，传输用户数据和路由控制信息。,,candidate
IF-004,运控管理接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,运控管理系统与卫星平台及载荷之间的测控、配置及健康数据交换接口。,,candidate
IF-005,服务管理接口,Interface,04_Interfaces,Interface,SysML::PortsAndFlows::InterfaceBlock,业务管理系统与通信卫星、网关之间的业务开通、计费及策略配置接口。,,candidate
ACT-001,用户接入业务流程,Activity,05_Activities,Activity,,描述用户终端发起接入请求、星上载荷响应、认证、建立承载及数据传输的端到端流程。,,candidate
ACT-002,跨星数据转发流程,Activity,05_Activities,Activity,,描述源卫星接收数据后通过星间路由选择路径，经多跳转发至目标卫星或网关的过程。,,candidate
ACT-003,带宽升级变更影响分析流程,Activity,05_Activities,Activity,,设计师启动变更，分析对硬件接口、功率、热控、软件配置及验证活动的影响，输出评估报告。,,candidate
CON-001,覆盖能力约束,ConstraintBlock,06_Constraints,Class,SysML::ConstraintBlocks::ConstraintBlock,根据轨道高度h=1100 km计算单星覆盖半径约3300 km（最小仰角10°），轨道周期约107分钟，约束星座对地覆盖特性。,,candidate
