local_id,name,type,package,metaclass,stereotype,documentation,source_requirement,status
REQ-001,全球低轨宽带通信服务,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,顶层需求：系统应提供全球范围内的低轨宽带通信服务，支持用户终端接入互联网。,REQ-001,candidate
REQ-002,星座规模,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,星座应由100颗低轨卫星组成。,REQ-001,candidate
REQ-003,轨道构型,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,采用10个轨道面，每面10颗星的Walker星座，倾角约87°，轨道高度约1100km的圆轨道。,REQ-001,candidate
REQ-004,用户链路性能,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,单星用户链路下行速率≥100Mbps，上行速率≥50Mbps，使用Ka频段相控阵天线。,REQ-001,candidate
REQ-005,端到端时延,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,系统端到端通信时延（星地传播+处理）应小于30ms（不含长距离地面网络延迟）。,REQ-001,candidate
REQ-006,可用度,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,网络可用度不应低于99.5%，在单星故障下仍能保持基本服务。,REQ-001,candidate
REQ-007,卫星平台质量约束,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,单星发射质量应在350kg至450kg范围内。,REQ-001,candidate
REQ-008,卫星平台功率约束,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,卫星平台末期功率不低于1.5kW，满足载荷与平台工作需要。,REQ-001,candidate
REQ-009,设计寿命,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,单星设计寿命不应低于7年，并具备末期钝化离轨能力。,REQ-001,candidate
REQ-010,姿态指向精度,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,卫星三轴稳定指向精度应优于0.05°（3σ）。,REQ-001,candidate
REQ-011,载荷多波束能力,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,通信载荷应形成不少于16个独立可调点波束，支持频率复用。,REQ-001,candidate
REQ-012,馈电链路容量,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,每颗卫星应具备2路馈电链路，每路链路容量不低于2Gbps。,REQ-001,candidate
REQ-013,地面关口站数量,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,全球部署15至20个关口站，提供馈电链路落地接入。,REQ-001,candidate
REQ-014,一箭多星发射,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,采用一箭10星或一箭20星的组批发射方式，快速完成星座部署。,REQ-001,candidate
REQ-015,单星成本,Requirement,01_Requirements,Class,SysML::Requirements::Requirement,单星研制与发射分摊成本控制在1500万至2000万美元之间。,REQ-001,candidate
BLK-001,LEO宽带通信星座系统,Block,02_Structure,Class,SysML::Blocks::Block,总体系统上下文，包含空间段、地面段及用户段。满足全球宽带通信服务需求。,,candidate
BLK-002,空间段,Block,02_Structure,Class,SysML::Blocks::Block,由100颗低轨卫星组成的星座，提供星上通信转发与处理功能。,,candidate
BLK-003,卫星平台,Block,02_Structure,Class,SysML::Blocks::Block,通用卫星平台，包括结构、电源、姿轨控、推进、热控、星务等分系统。,,candidate
BLK-004,通信载荷,Block,02_Structure,Class,SysML::Blocks::Block,星上通信载荷，包含用户链路、馈电链路、天线和部分处理单元。,,candidate
BLK-005,地面段,Block,02_Structure,Class,SysML::Blocks::Block,地面配套系统，包括关口站、运控中心、测控站等。,,candidate
