local_id,name,type,package,metaclass,stereotype,source,source_name,target,target_name,documentation
REL-001,REL-001,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,REQ-001,全球低轨宽带通信服务,BLK-001,LEO宽带通信星座系统,顶层系统需求由LEO宽带通信星座系统满足。
REL-002,REL-002,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,REQ-002,星座规模,BLK-002,空间段,星座规模需求由空间段满足。
REL-003,REL-003,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,REQ-003,轨道构型,BLK-002,空间段,轨道构型需求分配给空间段设计。
REL-004,REL-004,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,REQ-004,用户链路性能,BLK-004,通信载荷,用户链路性能由通信载荷实现。
REL-005,REL-005,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,REQ-005,端到端时延,BLK-001,LEO宽带通信星座系统,端到端时延由总体系统架构保障。
REL-006,REL-006,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,REQ-006,可用度,BLK-002,空间段,可用度需求通过星座冗余设计满足。
REL-007,REL-007,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,REQ-007,卫星平台质量约束,BLK-003,卫星平台,质量约束应用于卫星平台。
REL-008,REL-008,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,REQ-008,卫星平台功率约束,BLK-003,卫星平台,功率约束分配给卫星平台。
REL-009,REL-009,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,REQ-009,设计寿命,BLK-003,卫星平台,设计寿命需求由卫星平台实现。
REL-010,REL-010,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,REQ-010,姿态指向精度,BLK-011,姿轨控分系统,指向精度由姿轨控分系统实现。
REL-011,REL-011,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,REQ-011,载荷多波束能力,BLK-015,用户链路相控阵天线,多波束能力由用户链路相控阵天线实现。
REL-012,REL-012,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,REQ-012,馈电链路容量,BLK-016,馈电链路天线,馈电链路容量由馈电链路天线及载荷实现。
REL-013,REL-013,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,REQ-013,地面关口站数量,BLK-007,关口站,关口站数量需求由地面段关口站配置满足。
REL-014,REL-014,trace,06_Traceability,Dependency,SysML::Requirements::Trace,REQ-014,一箭多星发射,UC-005,卫星发射部署,一箭多星发射需求与卫星发射部署用例关联。
REL-015,REL-015,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,REQ-015,单星成本,BLK-003,卫星平台,成本目标约束卫星平台与载荷设计。
REL-016,REL-016,contain,06_Traceability,Dependency,SysML::Requirements::Trace,BLK-001,LEO宽带通信星座系统,BLK-002,空间段,系统包含空间段。
REL-017,REL-017,contain,06_Traceability,Dependency,SysML::Requirements::Trace,BLK-001,LEO宽带通信星座系统,BLK-005,地面段,系统包含地面段。
REL-018,REL-018,contain,06_Traceability,Dependency,SysML::Requirements::Trace,BLK-001,LEO宽带通信星座系统,BLK-006,用户终端,系统包含用户终端。
REL-019,REL-019,contain,06_Traceability,Dependency,SysML::Requirements::Trace,BLK-002,空间段,BLK-003,卫星平台,空间段由多个卫星平台构成，每颗星包含卫星平台。
REL-020,REL-020,contain,06_Traceability,Dependency,SysML::Requirements::Trace,BLK-002,空间段,BLK-004,通信载荷,空间段包含通信载荷。
REL-021,REL-021,contain,06_Traceability,Dependency,SysML::Requirements::Trace,BLK-003,卫星平台,BLK-010,电源分系统,卫星平台包含电源分系统。
REL-022,REL-022,contain,06_Traceability,Dependency,SysML::Requirements::Trace,BLK-003,卫星平台,BLK-011,姿轨控分系统,卫星平台包含姿轨控分系统。
REL-023,REL-023,contain,06_Traceability,Dependency,SysML::Requirements::Trace,BLK-003,卫星平台,BLK-012,推进分系统,卫星平台包含推进分系统。
REL-024,REL-024,contain,06_Traceability,Dependency,SysML::Requirements::Trace,BLK-003,卫星平台,BLK-013,热控分系统,卫星平台包含热控分系统。
REL-025,REL-025,contain,06_Traceability,Dependency,SysML::Requirements::Trace,BLK-003,卫星平台,BLK-014,星务与测控分系统,卫星平台包含星务与测控分系统。
REL-026,REL-026,contain,06_Traceability,Dependency,SysML::Requirements::Trace,BLK-004,通信载荷,BLK-015,用户链路相控阵天线,通信载荷包含用户链路相控阵天线。
REL-027,REL-027,contain,06_Traceability,Dependency,SysML::Requirements::Trace,BLK-004,通信载荷,BLK-016,馈电链路天线,通信载荷包含馈电链路天线。
REL-028,REL-028,contain,06_Traceability,Dependency,SysML::Requirements::Trace,BLK-005,地面段,BLK-007,关口站,地面段包含关口站。
REL-029,REL-029,contain,06_Traceability,Dependency,SysML::Requirements::Trace,BLK-005,地面段,BLK-008,运控中心,地面段包含运控中心。
REL-030,REL-030,contain,06_Traceability,Dependency,SysML::Requirements::Trace,BLK-005,地面段,BLK-009,测控站,地面段包含测控站。
REL-031,REL-031,allocate,06_Traceability,Dependency,SysML::Allocations::Allocate,BLK-002,空间段,IF-001,用户链路接口,空间段提供用户链路接口。
REL-032,REL-032,allocate,06_Traceability,Dependency,SysML::Allocations::Allocate,BLK-006,用户终端,IF-001,用户链路接口,用户终端使用用户链路接口。
REL-033,REL-033,allocate,06_Traceability,Dependency,SysML::Allocations::Allocate,BLK-002,空间段,IF-002,馈电链路接口,空间段提供馈电链路接口。
REL-034,REL-034,allocate,06_Traceability,Dependency,SysML::Allocations::Allocate,BLK-007,关口站,IF-002,馈电链路接口,关口站使用馈电链路接口。
REL-035,REL-035,allocate,06_Traceability,Dependency,SysML::Allocations::Allocate,BLK-002,空间段,IF-003,测控链路接口,空间段提供测控链路接口。
REL-036,REL-036,allocate,06_Traceability,Dependency,SysML::Allocations::Allocate,BLK-009,测控站,IF-003,测控链路接口,测控站使用测控链路接口。
REL-037,REL-037,allocate,06_Traceability,Dependency,SysML::Allocations::Allocate,BLK-002,空间段,IF-004,星间链路接口（可选）,空间段可提供星间链路接口（可选）。
REL-038,REL-038,refine,06_Traceability,Dependency,SysML::Requirements::Refine,UC-001,提供宽带通信服务,REQ-001,全球低轨宽带通信服务,提供宽带通信服务用例细化顶层需求。
REL-039,REL-039,trace,06_Traceability,Dependency,SysML::Requirements::Trace,UC-002,用户接入网络,BLK-002,空间段,用户接入用例涉及空间段。
REL-040,REL-040,trace,06_Traceability,Dependency,SysML::Requirements::Trace,UC-003,馈电链路数据传输,BLK-002,空间段,馈电链路数据传输用例涉及空间段与地面段。
REL-041,REL-041,trace,06_Traceability,Dependency,SysML::Requirements::Trace,UC-004,星座运行管理,BLK-008,运控中心,星座运行管理用例由运控中心执行。
REL-042,REL-042,derivereqt,06_Traceability,Dependency,SysML::Requirements::DeriveReqt,CON-001,轨道参数约束,REQ-003,轨道构型,轨道参数约束衍化出轨道构型需求。
REL-043,REL-043,derivereqt,06_Traceability,Dependency,SysML::Requirements::DeriveReqt,CON-002,质量功率约束,REQ-007,卫星平台质量约束,质量功率约束衍化出平台质量与功率需求。
REL-044,REL-044,refine,06_Traceability,Dependency,SysML::Requirements::Refine,CON-003,链路预算约束,REQ-004,用户链路性能,链路预算约束细化用户链路性能需求。
REL-045,REL-045,refine,06_Traceability,Dependency,SysML::Requirements::Refine,CON-004,时延约束,REQ-005,端到端时延,时延约束细化端到端时延需求。
REL-046,REL-046,refine,06_Traceability,Dependency,SysML::Requirements::Refine,ACT-001,宽带通信服务流程,UC-001,提供宽带通信服务,宽带通信服务流程活动实现顶层用例行为。
REL-047,REL-047,refine,06_Traceability,Dependency,SysML::Requirements::Refine,ACT-002,星座部署流程,UC-005,卫星发射部署,星座部署流程活动实现卫星发射部署用例。
REL-048,REL-048,contains,06_Traceability,Association,CompositeAssociation,BLK-001,LEO宽带通信星座系统,BLK-002,空间段,系统结构包含该模块。
REL-049,REL-049,contains,06_Traceability,Association,CompositeAssociation,BLK-001,LEO宽带通信星座系统,BLK-003,卫星平台,系统结构包含该模块。
REL-050,REL-050,contains,06_Traceability,Association,CompositeAssociation,BLK-001,LEO宽带通信星座系统,BLK-004,通信载荷,系统结构包含该模块。
REL-051,REL-051,contains,06_Traceability,Association,CompositeAssociation,BLK-001,LEO宽带通信星座系统,BLK-005,地面段,系统结构包含该模块。
REL-052,REL-052,contains,06_Traceability,Association,CompositeAssociation,BLK-001,LEO宽带通信星座系统,BLK-006,用户终端,系统结构包含该模块。
REL-053,REL-053,contains,06_Traceability,Association,CompositeAssociation,BLK-001,LEO宽带通信星座系统,BLK-007,关口站,系统结构包含该模块。
REL-054,REL-054,contains,06_Traceability,Association,CompositeAssociation,BLK-001,LEO宽带通信星座系统,BLK-008,运控中心,系统结构包含该模块。
REL-055,REL-055,contains,06_Traceability,Association,CompositeAssociation,BLK-001,LEO宽带通信星座系统,BLK-009,测控站,系统结构包含该模块。
REL-056,REL-056,contains,06_Traceability,Association,CompositeAssociation,BLK-001,LEO宽带通信星座系统,BLK-010,电源分系统,系统结构包含该模块。
REL-057,REL-057,contains,06_Traceability,Association,CompositeAssociation,BLK-001,LEO宽带通信星座系统,BLK-011,姿轨控分系统,系统结构包含该模块。
REL-058,REL-058,contains,06_Traceability,Association,CompositeAssociation,BLK-001,LEO宽带通信星座系统,BLK-012,推进分系统,系统结构包含该模块。
