local_id,name,type,package,metaclass,stereotype,source,source_name,target,target_name,documentation
REL-001,REL-001,contains,06_Traceability,Association,CompositeAssociation,BLK-001,低轨通信卫星系统,BLK-002,宽带通信载荷分系统,低轨通信卫星系统包含宽带通信载荷分系统
REL-002,REL-002,contains,06_Traceability,Association,CompositeAssociation,BLK-001,低轨通信卫星系统,BLK-004,星间链路终端,低轨通信卫星系统包含星间链路终端
REL-003,REL-003,contains,06_Traceability,Association,CompositeAssociation,BLK-001,低轨通信卫星系统,BLK-003,卫星平台分系统,低轨通信卫星系统包含卫星平台分系统
REL-004,REL-004,allocate,06_Traceability,Dependency,SysML::Allocations::Allocate,BLK-002,宽带通信载荷分系统,IF-001,用户链路接口,用户链路接口分配给宽带载荷，连接用户终端
REL-005,REL-005,allocate,06_Traceability,Dependency,SysML::Allocations::Allocate,BLK-002,宽带通信载荷分系统,IF-002,馈电链路接口,馈电链路接口分配给宽带载荷，连接地面网关站
REL-006,REL-006,allocate,06_Traceability,Dependency,SysML::Allocations::Allocate,BLK-002,宽带通信载荷分系统,IF-003,星间链路接口,星间链路接口分配给宽带载荷，连接星间链路终端
REL-007,REL-007,allocate,06_Traceability,Dependency,SysML::Allocations::Allocate,BLK-002,宽带通信载荷分系统,IF-004,供配电接口,供配电接口分配给宽带载荷，连接卫星供配电分系统
REL-008,REL-008,allocate,06_Traceability,Dependency,SysML::Allocations::Allocate,BLK-002,宽带通信载荷分系统,IF-005,热控接口,热控接口分配给宽带载荷，连接卫星热控分系统
REL-009,REL-009,allocate,06_Traceability,Dependency,SysML::Allocations::Allocate,BLK-002,宽带通信载荷分系统,IF-006,测控管理接口,测控管理接口分配给宽带载荷，连接星务/运控系统
REL-010,REL-010,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,UC-001,宽带用户接入,REQ-001,工作频段支持,宽带用户接入用例满足工作频段支持需求
REL-011,REL-011,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,UC-001,宽带用户接入,REQ-002,宽带吞吐能力,宽带用户接入用例部分满足吞吐量需求（通过提供用户可达速率）
REL-012,REL-012,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,UC-002,跨星业务转发,REQ-003,星间链路能力,跨星业务转发用例满足星间链路能力需求
REL-013,REL-013,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,UC-006,星上路由配置,REQ-004,星上处理与路由,星上路由配置用例满足星上处理与路由需求
REL-014,REL-014,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,UC-008,在轨重构执行,REQ-008,在轨可重构,在轨重构执行用例满足在轨可重构需求
REL-015,REL-015,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,UC-007,遥测数据上报,REQ-007,遥测与健康管理,遥测数据上报用例满足遥测与健康管理需求
REL-016,REL-016,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,UC-004,星座健康监测,REQ-013,运维管理能力,星座健康监测用例满足运维管理能力需求
REL-017,REL-017,trace,06_Traceability,Dependency,SysML::Requirements::Trace,UC-003,应急通信保障,REQ-010,全球覆盖能力,应急通信保障用例涉及到全球覆盖能力，以确保优先区域可达
REL-018,REL-018,dependency,06_Traceability,Dependency,Dependency,CON-001,单星转发吞吐量约束,IF-001,用户链路接口,单星转发吞吐量约束依赖用户链路接口的数据速率
REL-019,REL-019,dependency,06_Traceability,Dependency,Dependency,CON-002,馈电链路峰值约束,IF-002,馈电链路接口,馈电链路峰值约束依赖馈电链路接口的传输能力
REL-020,REL-020,dependency,06_Traceability,Dependency,Dependency,CON-003,星间链路带宽约束,IF-003,星间链路接口,星间链路带宽约束依赖星间链路接口的数据速率
REL-021,REL-021,dependency,06_Traceability,Dependency,Dependency,CON-004,端到端时延约束,ACT-001,宽带用户接入与数据转发活动,端到端时延约束对宽带数据转发活动提出时序要求
REL-022,REL-022,refine,06_Traceability,Dependency,SysML::Requirements::Refine,ACT-001,宽带用户接入与数据转发活动,UC-001,宽带用户接入,宽带用户接入与数据转发活动详细描述了宽带用户接入用例的行为流程
REL-023,REL-023,refine,06_Traceability,Dependency,SysML::Requirements::Refine,ACT-002,在轨重构流程,UC-008,在轨重构执行,在轨重构流程详细描述了在轨重构执行用例的操作步骤
REL-024,REL-024,contains,06_Traceability,Association,CompositeAssociation,BLK-001,低轨通信卫星系统,BLK-005,地面网关站,系统结构包含该模块。
REL-025,REL-025,contains,06_Traceability,Association,CompositeAssociation,BLK-001,低轨通信卫星系统,BLK-006,用户终端,系统结构包含该模块。
REL-026,REL-026,contains,06_Traceability,Association,CompositeAssociation,BLK-001,低轨通信卫星系统,BLK-007,运控管理系统,系统结构包含该模块。
REL-027,REL-027,connector,06_Traceability,Dependency,Dependency,BLK-001,低轨通信卫星系统,BLK-002,宽带通信载荷分系统,相邻结构模块之间存在主架构连接。
REL-028,REL-028,connector,06_Traceability,Dependency,Dependency,BLK-002,宽带通信载荷分系统,BLK-003,卫星平台分系统,相邻结构模块之间存在主架构连接。
REL-029,REL-029,connector,06_Traceability,Dependency,Dependency,BLK-003,卫星平台分系统,BLK-004,星间链路终端,相邻结构模块之间存在主架构连接。
REL-030,REL-030,connector,06_Traceability,Dependency,Dependency,BLK-004,星间链路终端,BLK-005,地面网关站,相邻结构模块之间存在主架构连接。
REL-031,REL-031,connector,06_Traceability,Dependency,Dependency,BLK-005,地面网关站,BLK-006,用户终端,相邻结构模块之间存在主架构连接。
REL-032,REL-032,connector,06_Traceability,Dependency,Dependency,BLK-006,用户终端,BLK-007,运控管理系统,相邻结构模块之间存在主架构连接。
REL-033,REL-033,trace,06_Traceability,Dependency,SysML::Requirements::Trace,REQ-001,工作频段支持,UC-001,宽带用户接入,需求追溯到相关系统能力。
REL-034,REL-034,trace,06_Traceability,Dependency,SysML::Requirements::Trace,REQ-002,宽带吞吐能力,UC-002,跨星业务转发,需求追溯到相关系统能力。
REL-035,REL-035,trace,06_Traceability,Dependency,SysML::Requirements::Trace,REQ-003,星间链路能力,UC-003,应急通信保障,需求追溯到相关系统能力。
REL-036,REL-036,trace,06_Traceability,Dependency,SysML::Requirements::Trace,REQ-004,星上处理与路由,UC-004,星座健康监测,需求追溯到相关系统能力。
REL-037,REL-037,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,BLK-005,地面网关站,REQ-005,低时延服务,结构模块满足对应需求。
REL-038,REL-038,trace,06_Traceability,Dependency,SysML::Requirements::Trace,REQ-005,低时延服务,UC-005,链路带宽升级评估,需求追溯到相关系统能力。
REL-039,REL-039,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,BLK-006,用户终端,REQ-006,高可靠性,结构模块满足对应需求。
REL-040,REL-040,trace,06_Traceability,Dependency,SysML::Requirements::Trace,REQ-006,高可靠性,UC-006,星上路由配置,需求追溯到相关系统能力。
REL-041,REL-041,trace,06_Traceability,Dependency,SysML::Requirements::Trace,REQ-007,遥测与健康管理,UC-007,遥测数据上报,需求追溯到相关系统能力。
REL-042,REL-042,trace,06_Traceability,Dependency,SysML::Requirements::Trace,REQ-008,在轨可重构,UC-008,在轨重构执行,需求追溯到相关系统能力。
REL-043,REL-043,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,BLK-002,宽带通信载荷分系统,REQ-009,星座规模与轨道,结构模块满足对应需求。
REL-044,REL-044,trace,06_Traceability,Dependency,SysML::Requirements::Trace,REQ-009,星座规模与轨道,UC-001,宽带用户接入,需求追溯到相关系统能力。
REL-045,REL-045,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,BLK-003,卫星平台分系统,REQ-010,全球覆盖能力,结构模块满足对应需求。
REL-046,REL-046,trace,06_Traceability,Dependency,SysML::Requirements::Trace,REQ-010,全球覆盖能力,UC-002,跨星业务转发,需求追溯到相关系统能力。
REL-047,REL-047,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,BLK-004,星间链路终端,REQ-011,并发用户容量,结构模块满足对应需求。
REL-048,REL-048,trace,06_Traceability,Dependency,SysML::Requirements::Trace,REQ-011,并发用户容量,UC-003,应急通信保障,需求追溯到相关系统能力。
REL-049,REL-049,satisfy,06_Traceability,Dependency,SysML::Requirements::Satisfy,BLK-005,地面网关站,REQ-012,端到端时延,结构模块满足对应需求。
REL-050,REL-050,trace,06_Traceability,Dependency,SysML::Requirements::Trace,REQ-012,端到端时延,UC-004,星座健康监测,需求追溯到相关系统能力。
REL-051,REL-051,trace,06_Traceability,Dependency,SysML::Requirements::Trace,REQ-013,运维管理能力,UC-005,链路带宽升级评估,需求追溯到相关系统能力。
REL-052,REL-052,trace,06_Traceability,Dependency,SysML::Requirements::Trace,BLK-001,低轨通信卫星系统,UC-001,宽带用户接入,结构模块支撑该系统能力实现。
REL-053,REL-053,trace,06_Traceability,Dependency,SysML::Requirements::Trace,UC-001,宽带用户接入,ACT-001,宽带用户接入与数据转发活动,用例由行为流程进一步细化。
REL-054,REL-054,trace,06_Traceability,Dependency,SysML::Requirements::Trace,BLK-002,宽带通信载荷分系统,UC-002,跨星业务转发,结构模块支撑该系统能力实现。
REL-055,REL-055,trace,06_Traceability,Dependency,SysML::Requirements::Trace,UC-002,跨星业务转发,ACT-002,在轨重构流程,用例由行为流程进一步细化。
REL-056,REL-056,trace,06_Traceability,Dependency,SysML::Requirements::Trace,BLK-003,卫星平台分系统,UC-003,应急通信保障,结构模块支撑该系统能力实现。
REL-057,REL-057,trace,06_Traceability,Dependency,SysML::Requirements::Trace,BLK-004,星间链路终端,UC-004,星座健康监测,结构模块支撑该系统能力实现。
REL-058,REL-058,trace,06_Traceability,Dependency,SysML::Requirements::Trace,UC-004,星座健康监测,ACT-002,在轨重构流程,用例由行为流程进一步细化。
REL-059,REL-059,trace,06_Traceability,Dependency,SysML::Requirements::Trace,BLK-005,地面网关站,UC-005,链路带宽升级评估,结构模块支撑该系统能力实现。
